filename,gt_offside,pred_offside,offside_correct,gt_manc_count,gt_manu_count,gt_gk_count,inferred_teamA_count,inferred_teamB_count,inferred_gk_count,manc_mapped_to,manu_mapped_to,teamA_count_match,teamB_count_match,attacking_team,error
NoOffside_mp4-0042_jpg.rf.pY8ilb1XEBOf1tiuVlTH.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0045_jpg.rf.UDDQgjxZh7JdBaGdufAk.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0047_jpg.rf.uaoWQ6rldMKQl8b5CnmA.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0048_jpg.rf.1zQpecVPIoJTW0kdsmtB.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0049_jpg.rf.qFiIvPPu3dbmDNFuGvPz.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0050_jpg.rf.TFBIrSMZE1obBInUMg4m.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0052_jpg.rf.lNGnAsfDwLz8coyjFDGy.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0053_jpg.rf.Ok5DMxLrH2GALH1NY0Ql.jpg,0,0,1,7,9,0,10,7,0,Team A,Team B,0,0,A,
NoOffside_mp4-0054_jpg.rf.kwlZFTwgvMClLvOYVhms.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0055_jpg.rf.ECA7E1MfAuxD74OlVtwO.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0056_jpg.rf.9ePiFGBzAePfuKZL6GKB.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0058_jpg.rf.jOMgTuw7fLEDiuQEQLKi.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0060_jpg.rf.PRtjBb3k6zecNnHQclzZ.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0061_jpg.rf.Vo5TLzRq9NaR4NCFdb7N.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0063_jpg.rf.gfQDUOR79bc5SI2njcU9.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0065_jpg.rf.b3TGcENBWvTSgcGB9pSo.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0066_jpg.rf.7jc763P4tHyLSfx6DIUU.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0068_jpg.rf.wAiQptIFNb4kx2ncqkM3.jpg,0,,,7,9,0,10,7,0,Team A,Team B,0,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0069_jpg.rf.yUPbGtYSvD9N40UkTrEM.jpg,0,,,6,10,0,10,7,0,Team B,Team A,1,0,A,"Traceback (most recent call last): |   File ""C:\Users\neeld\offside\testrun.py"", line 182, in main |     offside_result        = run_pipeline(entry.path, inferred_dict, |                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\testrun.py"", line 103, in run_pipeline |     return drawOffside(img_path, attacking_team, colors, homography, atk, def_) |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""C:\Users\neeld\offside\offside.py"", line 190, in drawOffside |     putPng(image, offside_tag, [mediax-65,attacker[i][1]-30]) | cv2.error: OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\core\src\arithm.cpp:230: error: (-215:Assertion failed) (mtype == CV_8U || mtype == CV_8S) && _mask.sameSize(*psrc1) in function 'cv::binary_op' |  | "
NoOffside_mp4-0071_jpg.rf.HT79m2Srga5cT7tIB7mK.jpg,0,0,1,7,8,0,6,9,0,Team B,Team A,0,0,A,
NoOffside_mp4-0072_jpg.rf.8np8WbvojBlJHksAlu57.jpg,0,0,1,7,8,0,6,9,0,Team B,Team A,0,0,A,
NoOffside_mp4-0074_jpg.rf.5LHjBHLS59C5kWZb3tg3.jpg,0,1,0,7,8,0,7,9,0,Team A,Team B,1,0,A,
NoOffside_mp4-0077_jpg.rf.gcYJCk4yBVb0L90vAjX7.jpg,0,0,1,7,8,0,9,7,0,Team B,Team A,0,1,A,
NoOffside_mp4-0079_jpg.rf.5rxefEbRInTr3df3JfCX.jpg,0,1,0,6,7,0,6,10,0,Team B,Team A,0,0,A,
NoOffside_mp4-0081_jpg.rf.rsiOa0ZIjkv2pcZ849OT.jpg,0,0,1,6,7,1,7,6,1,Team B,Team A,1,1,A,
NoOffside_mp4-0082_jpg.rf.158afWdvqmyFTfwY5dFB.jpg,0,0,1,6,7,1,7,6,1,Team B,Team A,1,1,A,
NoOffside_mp4-0083_jpg.rf.sf64If82tBFOgLDvTOG4.jpg,0,0,1,6,7,1,7,6,1,Team B,Team A,1,1,A,
NoOffside_mp4-0084_jpg.rf.btTJu9xKRZfE1xYGBaKl.jpg,0,0,1,5,7,1,8,5,1,Team B,Team A,0,1,A,
NoOffside_mp4-0086_jpg.rf.ld3oAHVLyX6cZH7VjX7D.jpg,0,0,1,5,7,1,7,5,1,Team B,Team A,1,1,A,
NoOffside_mp4-0087_jpg.rf.fT8lNVVdAYloWYlklFsN.jpg,0,0,1,5,7,1,7,5,1,Team B,Team A,1,1,A,
NoOffside_mp4-0089_jpg.rf.XanlXiEnP2RkUbg1sK9V.jpg,0,0,1,4,7,1,7,4,1,Team B,Team A,1,1,A,
NoOffside_mp4-0090_jpg.rf.8MIrmDxm4zXIxWcj1mWA.jpg,0,1,0,3,7,1,4,6,1,Team A,Team B,0,0,A,
NoOffside_mp4-0091_jpg.rf.IhUfMZgLbyUzLd9LXq4p.jpg,0,1,0,3,6,1,4,6,1,Team A,Team B,0,1,A,
NoOffside_mp4-0093_jpg.rf.oY8g6VLkRgBe21HkfggR.jpg,0,0,1,3,6,1,4,5,1,Team A,Team B,0,0,A,
NoOffside_mp4-0094_jpg.rf.atjTAFoa6gGmqetkOMao.jpg,0,0,1,2,7,1,5,4,1,Team A,Team B,0,0,A,
NoOffside_mp4-0096_jpg.rf.a31x5mUAL2VD81Nq2xmA.jpg,0,0,1,3,4,1,3,4,1,Team A,Team B,1,1,A,
